,text,label,verifikasi
,kenapa ngomongnya harus keiggrisan aih,Sedih,Benar
,gimana ?,Bingung,Benar
,wall e gila sih,Marah,Benar
,WKWKWKWWKW SUDAH KUDUGA,Lucu,Benar
,kang naruhodo,Suka,Benar
,wadauuu gem,Sedih,Benar
,warriors orochi gema?,Bingung,Benar
,INIKAN LIVE BANG,Marah,Benar
,HAHAHA,Lucu,Benar
,ROKOK BATANG,Suka,Benar
,dah lah gem jadi dummy aja,Sedih,Benar
,bang gema sudah mandi belum? kok saya mencium bau acem,Bingung,Benar
,wahh gila sihh klo gitu,Marah,Benar
,NICE AIM BANG WKWKWKWK,Lucu,Benar
,saalh elgato,Suka,Benar
,om om doang ngga nikah,Sedih,Benar
,istri boleh 4 kan ya mbak git?,Bingung,Benar
,sesat kayaknya,Marah,Benar
,"GiLa Guru Loh,Ngeri Wkwkwk",Lucu,Benar
,SURUH ARA ARA BANG,Suka,Benar
,ga usah lahh,Sedih,Benar
,saya hidup di dunia jin nggak di sapa bg?,Bingung,Benar
,gak gitu bgst,Marah,Benar
,hahahahhaahhahaha,Lucu,Benar
,buronan jendi :beaming_face_with_smiling_eyes:,Suka,Benar
,NOT FAIR,Sedih,Benar
,gak main bang?,Bingung,Benar
,wall-e gila tuh seram cuk,Marah,Benar
,RIP AIM KWOWOKWOKWKO,Lucu,Benar
,"malam kawan"" virtual",Suka,Benar
,Kalo Mediatek P60 Bang?,Bingung,Benar
,iron fist kecewa sih,Sedih,Benar
,ITU BUKAN PANTUN JINK,Marah,Benar
,MAKSUDNYA JANGAN KE KUNINGAN BANG(DAERAH) :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,phasmophobia bang,Suka,Benar
,ADA YANG SAKIT PUNGGUNG :V,Sedih,Benar
,gmn babe?,Bingung,Benar
,CABOOOOOL,Marah,Benar
,akwoakawoakaa,Lucu,Benar
,gila mukanya bergema,Sedih,Benar
,ini game apaan,Bingung,Benar
,dia streaming,Suka,Benar
,mending gk usah di sebut bang,Marah,Benar
,BANHCAT GEMA :rolling_on_the_floor_laughing:,Lucu,Benar
,pembelaan yg susah sispek,Sedih,Benar
,suka kentang bang?,Bingung,Benar
,jd captai amerika,Suka,Benar
,Rajam saja ramai ramai,Marah,Benar
,mending gak usah dibahas wkwkwk,Lucu,Benar
,yg cowo di ajak ngobrol lah bang,Sedih,Benar
,klw tumbuh tempat lain keren,Bingung,Benar
,Baobao cospley waduh,Suka,Benar
,@MANW Udah stop spam woi,Marah,Benar
,yolo dya wkwkw,Lucu,Benar
,headsetnya lom dilepas kang dani,Sedih,Benar
,"tunggu, knp harus ngocok",Bingung,Benar
,tiap hari gw ketemu yg kek gitu bg bg,Suka,Benar
,gilaak,Marah,Benar
,wkwkwkwwkwjwj,Lucu,Benar
,kok apatuh chat di steam ??,Bingung,Benar
,tiati potong gaji chris tapi rajin nabung saweria,Sedih,Benar
,"cheat aja, R3 aja",Suka,Benar
,"gausah tampilin video nya bang, kek reaksi lu aja. modelannya kyk kita nonton masing2",Marah,Benar
,teletubles mekkk aowkaowkaowkaokwo,Lucu,Benar
,matiiii ntar lu,Sedih,Benar
,wut?,Bingung,Benar
,bang kalo tebakanya bener ajuin ke agency biar dapet hadiah,Suka,Benar
,GEPLAK BAPAKNYA AJA,Marah,Benar
,wkwkwkwkw flexing lagi,Lucu,Benar
,"laptop aku 4 juta, autocad bisa jalan meskipun kadang lag tapi masih enak",Sedih,Benar
,deuh,Suka,Benar
,salah ga si punya satu akun doang di pake buat semuanya?,Bingung,Benar
,rusak sudah,Marah,Benar
,TRUE BEBAN :rolling_on_the_floor_laughing:,Lucu,Benar
,langsung mati,Sedih,Benar
,slyterin,Suka,Benar
,arietam kah ?,Bingung,Benar
,GAK gitu HEY,Marah,Benar
,Wkwk kirain Ragil jerman,Lucu,Benar
,ohh cutek,Suka,Benar
,Iya gak mungkin juga 2 jam,Sedih,Benar
,Genshin...hmmm Chris...ada kesempatan??,Bingung,Benar
,bales bapaknya aja di geplak bang,Marah,Benar
,Podcast Sentolop Hore XD,Lucu,Benar
,Gile BURSA TRANSFER,Suka,Benar
,itu perut dah maju aja,Sedih,Benar
,@Lliosss Fetish apa lagi itu Astaga XD,Bingung,Benar
,mulaiiiii,Marah,Benar
,mertua nonton hey anda wkwkwk,Lucu,Benar
,aaminn,Suka,Benar
,ke hack keknya,Sedih,Benar
,bang game switch terbaik versi Abang kecuali Zelda botw?,Bingung,Benar
,Playboy magazine anjir,Marah,Benar
,WKWKWKWKAKKWKW,Lucu,Benar
,ngelag si abang,Sedih,Benar
,sejak kapan mek,Suka,Benar
,"OM, kok ga live di twitch??",Bingung,Benar
,ITU JOKES LAMA DARI AYAH GUA HEY,Marah,Benar
,WTRC gimane nih mas gem? wkwkw,Lucu,Benar
,gak paham dota,Sedih,Benar
,Cute meq,Suka,Benar
,kok fbi,Bingung,Benar
,Privasi hey para simp,Marah,Benar
,aku sudah berusaha tertawa sekuat mungkin:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,Kok saya jadi sedih,Sedih,Benar
,detail ya,Suka,Benar
,Bang udah nyobain game YEAGER game Hp ala ala Monster Hunter???,Bingung,Benar
,goblok,Marah,Benar
,tai mulu wkkw,Lucu,Benar
,hadeeuuuhhh,Sedih,Benar
,paling bete map disini wkwkwkwk,Suka,Benar
,kok agak gimana ya???,Bingung,Benar
,penyebar hoax,Marah,Benar
,SUDAH KUDUGA,Lucu,Benar
,DIMANFAATIN MEK,Sedih,Benar
,Diseluruh sekolah malahn,Suka,Benar
,hamil bang,Bingung,Benar
,cringe ny ga tahan gua :grinning_face_with_sweat:,Lucu,Benar
,flexing pacar...,Marah,Benar
,gile cowo yg lain tersingkir mantap gemaaaaaaaaa,Sedih,Benar
,rafatar :beaming_face_with_smiling_eyes:,Suka,Benar
,Salah nonton keknya gw,Bingung,Benar
,awaokowa,Lucu,Benar
,bangke,Marah,Benar
,setahun sekali ke gym,Suka,Benar
,Ga diliat mubazir itu,Sedih,Benar
,Kok kayaknya bunyi gamelan,Bingung,Benar
,lagi agak serak nih memang wkwkwk,Lucu,Benar
,anjg!,Marah,Benar
,Kungkingkang universe,Suka,Benar
,bubuk kayu,Sedih,Benar
,Kek da pernah nih,Bingung,Benar
,itu rampok hey,Marah,Benar
,gue merasa tersindir wkkwk,Lucu,Benar
,samsak meq,Sedih,Benar
,uuuuuu,Suka,Benar
,UNDANGANNYA MANA BANG,Bingung,Benar
,tahu bnyk ya bgsd,Marah,Benar
,Wkwkwk popok bekas,Lucu,Benar
,nt again,Sedih,Benar
,nobar,Suka,Benar
,bang short movienya gmn nasib,Bingung,Benar
,GILA DI GEPLAK MEQ,Marah,Benar
,Aku cinta kamu wkwkwkk,Lucu,Benar
,random seperti bapak nya,Sedih,Benar
,maen istri?!?!,Suka,Benar
,P4G KAPAN,Bingung,Benar
,"gila bandar beraksi , ya gitu",Marah,Benar
,awokokwoak,Lucu,Benar
,iklan nya ngestuck ni yt,Sedih,Benar
,gw nanti ada skripsi sama TA bang,Suka,Benar
,PERSONA 4 GAK NIH,Bingung,Benar
,ngide meq,Marah,Benar
,gblk kawkwakaw,Lucu,Benar
,bruhh,Sedih,Benar
,10 menit lgi,Suka,Benar
,kocokan abang abang mie kocok sama martabak kocok siapa yang menang ya,Bingung,Benar
,CUK LANGSUNG 3 GELLAA,Marah,Benar
,"role nya support, umpan hidup wkwk",Lucu,Benar
,kukinkangkukikng,Suka,Benar
,bener bang tidak perlu takut kehilangan teman karena saya sudah tidak punya teman,Sedih,Benar
,BANG DIGIMON WORLD 3 KAPAN NIH,Bingung,Benar
,BANG AKU PUNYA UBAN DAH MAU TUA BANG PANTAS KAWAN GW MANGGIL GW PAK TUA!!!!!!KAMPRET LAH,Marah,Benar
,wakokwaokwawao,Lucu,Benar
,MULAI LAGI,Suka,Benar
,bill gates maenan tai ngambang juga ga?,Bingung,Benar
,jadi kurir,Sedih,Benar
,ROSAK COK,Marah,Benar
,"nggak usah flash "" lah bang wowkwkwk",Lucu,Benar
,hoak cuh,Suka,Benar
,Kencing eh taunya malah........:moai:,Sedih,Benar
,Kok bundir,Bingung,Benar
,GA GITU JUGA JING,Marah,Benar
,ngide wkwkkwkw,Lucu,Benar
,positive thinking terus aja,Suka,Benar
,surabaya omg,Sedih,Benar
,film bagus di neplik ap?,Bingung,Benar
,kak gita gema add2 in cewe2 nich,Marah,Benar
,WKWKWWWK,Lucu,Benar
,wicis,Suka,Benar
,kenapa saya ganteng,Bingung,Benar
,Kalau di politeknik adanya Tugas akhir.. dan itu udah dijadwal sama dosennya.. gak bisa dah yg namanya nunda-nunda,Sedih,Benar
,nooooooooo,Marah,Benar
,sebenarnya maksud saya n*ked director itu di film nya ada sutradara buat film nya bang. bukan film nya film b*kep :grinning_squinting_face:,Lucu,Benar
,alip dicari polantas sekitar lip,Suka,Benar
,bang jadi kapan nikah bang?,Bingung,Benar
,Wajar,Sedih,Benar
,wah dah gabener nih,Marah,Benar
,HMMMMMM,Lucu,Benar
,halo bapak2,Suka,Benar
,wait a minute what,Bingung,Benar
,aaaaaah telat,Sedih,Benar
,ngeselin,Marah,Benar
,kok keren wkkwkwwk,Lucu,Benar
,NOBAR DISCORD BANG,Suka,Benar
,orang mana yg selera humornya puting,Bingung,Benar
,ggbang,Sedih,Benar
,NGGAK MASUK OTAK GW,Marah,Benar
,Ga bapak ga anak sama aja wkwk,Lucu,Benar
,betelooorrr,Suka,Benar
,bang gem jadwal nikahnya kapan,Bingung,Benar
,gila muka nois,Sedih,Benar
,aswwww,Marah,Benar
,sekarang GYM pulang makan Coklat sekilo :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,mantapp,Suka,Benar
,koq cute,Bingung,Benar
,malam bang. telat saya,Sedih,Benar
,gila apal,Marah,Benar
,PECAH WIWWKWKWKWKWK,Lucu,Benar
,Penikmat sate kiloan,Suka,Benar
,gimana????,Bingung,Benar
,BANG AKUN BOBODAWG KE HACK BANH,Sedih,Benar
,bgst lah,Marah,Benar
,kebanyakan ngide wkwkwkwk,Lucu,Benar
,kungkingkangkunggg,Suka,Benar
,tercarryyy,Sedih,Benar
,GIMANA JING??,Bingung,Benar
,1945 gila,Marah,Benar
,BIJI MEQ,Suka,Benar
,langsung hilang dendam nya wkwkw,Lucu,Benar
,Ti ati Rafathar nih :moai:,Sedih,Benar
,"apa nich, koq upload",Bingung,Benar
,itu Maling bgsd,Marah,Benar
,CJ fix :grinning_squinting_face:,Lucu,Benar
,catet,Suka,Benar
,INDONESIA KALAH ANDA GANTI PP RAGIL,Sedih,Benar
,wtf,Bingung,Benar
,tersesat oh tersesat,Marah,Benar
,zebra di Uma Musume enak ni cross bangke,Lucu,Benar
,gila nge Gym,Suka,Benar
,"dah , males ngurus tu makhluk",Sedih,Benar
,bang kenapa suka minum air pake botol plastik>,Bingung,Benar
,"gk marah, hanya mengancam",Marah,Benar
,AWKOAWKOKAWOKOAWAW,Lucu,Benar
,7ds pa kabar,Suka,Benar
,"ohh gitu, pasti belok nih habis ini",Sedih,Benar
,KEIDUNGNYA YA?,Bingung,Benar
,loading meq,Marah,Benar
,ter carry wkwkwk,Lucu,Benar
,lampu tolong lampu,Suka,Benar
,"biasa itu bang, suka dingomongin dari belakang pas gak ikut nongkrong. kalo di tongkrongan gw udah anggap sebagai tradisi dan udah saling tau jadi gak perlu khawatir emang gak sehat tongkrongan gw",Sedih,Benar
,gmn,Bingung,Benar
,GOBLOK,Marah,Benar
,GBLK AOWKOAWKOWOAKW,Lucu,Benar
,GYM BUAT NIKAHAN,Suka,Benar
,jorok ya... untung gak lagi makan,Sedih,Benar
,koq mirip sama saya,Bingung,Benar
,gila 2 tahun yg lalu,Marah,Benar
,KWOWKOWKOWKO,Lucu,Benar
,KUNGKINGKANG KUNGKING,Suka,Benar
,jangan gitu bg ntar rusak beneran :v,Sedih,Benar
,bang kok livestreamnya lama banget,Bingung,Benar
,HELL NAHH,Marah,Benar
,Klo duit aja wkwk,Lucu,Benar
,martabak manis malem-maem enak nih bang,Suka,Benar
,ggs,Sedih,Benar
,MANA COOL???,Bingung,Benar
,tiba *plak* nampar si clod,Marah,Benar
,dibakar wkwkwkwk,Lucu,Benar
,di gauli gimana maksudnya,Suka,Benar
,duh perasaan gw ngga enak,Sedih,Benar
,Kok kayak dejavu ya,Bingung,Benar
,hei perut hei,Marah,Benar
,DAH LAH WKWKWWKWK,Lucu,Benar
,nobar pasti bang,Suka,Benar
,gk kompitable itu bro mungkin hape lu versi lama itu,Sedih,Benar
,nobar timnas???,Bingung,Benar
,pro player mode,Marah,Benar
,dipukul lagi nih wkwk,Lucu,Benar
,kepala kentang dan jdung jambu,Suka,Benar
,SABAR OM,Sedih,Benar
,ini masih delay kah?,Bingung,Benar
,jangan spam beb,Marah,Benar
,awkoawkokok,Lucu,Benar
,jangan wacana aja y bang,Sedih,Benar
,"kalo yang amateur ga perlu bang, kalo yang ada agency nya kaya brazzer dan jav perlu",Suka,Benar
,ajk bang tara gk,Bingung,Benar
,nenek nenek Gila,Marah,Benar
,wkwwkkwkwkwk pipit meninggall,Lucu,Benar
,otak dia RTO,Sedih,Benar
,IMAM MUHASABAH DIRI ANDA HEY,Suka,Benar
,"bentar, itu nyetir abis minum? gilee",Bingung,Benar
,BODO AMAT SAYA TIDAK MENDENGAR,Marah,Benar
,MOTOR APAAAN WKWKWKWK,Lucu,Benar
,":""D",Sedih,Benar
,tolong sayaaaa,Suka,Benar
,minum bensin bang?,Bingung,Benar
,"bang, jangan lupa napas",Marah,Benar
,njir receh tp ngakak,Lucu,Benar
,COLS,Suka,Benar
,adios,Sedih,Benar
,"bang, kalau lu sendiri gimana caranya menghadapi penolakan berturut-turut ? ",Bingung,Benar
,Otak masih lagging,Marah,Benar
,w kira bang gem sukanya seven heavenly virtues angels hahaha,Lucu,Benar
,ehh udqh selesai,Sedih,Benar
,Kan 2020.2,Suka,Benar
,lah kek podcast kemaren ceritanya,Bingung,Benar
,Seseorang DM Mbak GITA,Marah,Benar
,bang maen game bang serah dah maen game apa wkwk,Lucu,Benar
,gw pke mic headset bang,Sedih,Benar
,"malai dahhh, udah inimah kek bgebahas Piccolo",Suka,Benar
,Bang HP di 6 jut bagusnya apa bang?,Bingung,Benar
,Bodo Ah,Marah,Benar
,Rada kecewa Kingpin kalah mudah sama kate,Sedih,Benar
,si homo aksoawowowkwk,Lucu,Benar
,"waduh di ajak main, gimana nih kak gita ",Suka,Benar
,gimana?????,Bingung,Benar
,pusing pala gw,Marah,Benar
,gak usah di masukin audio nya sama video nya,Sedih,Benar
,DUH BEBAN :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,:potato::potato::potato::potato::potato::potato:,Suka,Benar
,gmna bang,Bingung,Benar
,UDAH WAE,Marah,Benar
,wkwkwkwk di kasih backsound mulut,Lucu,Benar
,"kan kita haters, tiati nih",Sedih,Benar
,buset gw aja masih acer nitro 5 2018,Suka,Benar
,"kok, layout kang dani baru",Bingung,Benar
,kalau disini malah ilkom yang malah banyak ya maksudnya buat perfilman,Marah,Benar
,gilaaaa pro phoenix akwkwkwkwk,Lucu,Benar
,yg cowo gk di ajak ngobrol :face_with_tears_of_joy:,Sedih,Benar
,bang tomp raider seris free bang di epic games store bang lumayan bang,Suka,Benar
,apakah mr x adalah sutradara bokp?,Bingung,Benar
,FAK LAH GA BISA BAYANGIN SAYA,Marah,Benar
,waokwaokwkoawkoaw,Lucu,Benar
,ttp kawal 8-2,Sedih,Benar
,udh mula,Suka,Benar
,APANIH BARU JOIN NGOMONGIN TAI NGAMBANG MEK,Bingung,Benar
,MENDING GK USAH,Marah,Benar
,PAKE DIBAWA............ WKWKWKWKW,Lucu,Benar
,waduu,Sedih,Benar
,PH Penilaian Harian,Suka,Benar
,kok sentolopers,Bingung,Benar
,"rooter entet, salahin aya dong bang",Marah,Benar
,yg di tempeleng bapaknya wkwkwwk,Lucu,Benar
,baru juga masok,Sedih,Benar
,ini diaaaaaa,Suka,Benar
,KOQQQ TAU SAPII,Bingung,Benar
,SEETAAANNN,Marah,Benar
,dia flash ke tembok mek,Lucu,Benar
,duh DROP FPS nya bang gem,Sedih,Benar
,gilss,Suka,Benar
,heeeeeeeeeeeeeeeee,Bingung,Benar
,sempet ya,Marah,Benar
,jadi tumbal awkwkkwkw,Lucu,Benar
,TUH KAN,Sedih,Benar
,bang gabijh masih jomblo keduan sama agem,Suka,Benar
,eeeeeeeeeeeeeeeeeee,Bingung,Benar
,114 gila,Marah,Benar
,"HIDUP ITU MEMANG TIDAK ADIL, JADI BIASAKAN LAH DIRIMU -PATRICK STAR",Sedih,Benar
,akwkwkwk,Lucu,Benar
,Santet jing,Suka,Benar
,tol?,Bingung,Benar
,ohhh itu ngide baru,Marah,Benar
,Metaverse di indo mah keburuh RTO,Sedih,Benar
,mati wkwk,Lucu,Benar
,gak salah,Suka,Benar
,tai itu hidup ga bang,Bingung,Benar
,Eh Sat saya kesana sw pen ninju :v,Marah,Benar
,flash nya menyusahkan team ya wkwkw,Sedih,Benar
,Kungkingkang Planet,Suka,Benar
,wkkwkwkw keder,Lucu,Benar
,Hah 2 kelinci bulat?,Bingung,Benar
,JI(JIK),Marah,Benar
,bang mending beli trilogi GTA depinitip edisien apa ff7r yang jadi port PC terburuk dalam sejarah,Sedih,Benar
,menang 1-0 alhamdulillah bang,Suka,Benar
,Perut nya one pack banget bang wkwk,Lucu,Benar
,LOH KOK,Bingung,Benar
,Tampar bapaknya aja,Marah,Benar
,bang gema udah ga botak tanggung lagi :crying_face:,Sedih,Benar
,Sentolop Mek wkwkwkwkw,Lucu,Benar
,yayy,Suka,Benar
,warrior orocji kapan bangs,Bingung,Benar
,Dota besok hey sabar ya,Marah,Benar
,Suka rela berarti,Sedih,Benar
,WAH SUDAH BALIK,Suka,Benar
,Avtur aokwiwkw,Lucu,Benar
,tai enak ya bang? perasaan nyebut mulu:v,Bingung,Benar
,dah keplal bapaknya aja,Marah,Benar
,kalah dalam glory... quotes of the day by Gema :face_with_tears_of_joy:,Sedih,Benar
,42-0,Suka,Benar
,hshshshshshshhhhhhashaahah,Lucu,Benar
,ARE YUU HIRR CHRISSS,Bingung,Benar
,sombong dia bang,Marah,Benar
,mulai ngelag,Sedih,Benar
,belajar buat UAS sambil dengerin podcast om²,Suka,Benar
,Social Wedia wkwkwkwk,Lucu,Benar
,persona naruhodo apakabar?,Bingung,Benar
,MALINK HEI,Marah,Benar
,OALAH....,Sedih,Benar
,persona 4 hei,Suka,Benar
,lempar apaan bang kwkwk,Lucu,Benar
,kokk,Bingung,Benar
,gak usah disiarin,Marah,Benar
,di fm ngelucu,Sedih,Benar
,hahaha so cute,Suka,Benar
,keselek gelas wkwkkwkw,Lucu,Benar
,Re-stream?,Bingung,Benar
,bikin darah tinggi,Marah,Benar
,ATI ATI BANG NTAR SI ADIYA BISA BANTING KACA,Sedih,Benar
,baru masuk udah bludreg,Suka,Benar
,WKWKWKWKWKKWKWKWKWKWKW,Lucu,Benar
,aduh itu saweria pengen gw tabkk,Bingung,Benar
,auto aim itu,Marah,Benar
,Gua maen Dierge of Cerberus Final fantasy 7 meninggal!!! fpanya,Sedih,Benar
,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Lucu,Benar
,pasti gak beres nih,Suka,Benar
,ada battle ndak di gymnya?,Bingung,Benar
,otak RTO :grinning_squinting_face:,Marah,Benar
,"gila maha kuasa, ngeri amat",Sedih,Benar
,xixixi,Lucu,Benar
,Halo om,Suka,Benar
,bang dani kok di gak di Twitch?,Bingung,Benar
,GiTA LIAT NIH KELAKUAN,Marah,Benar
,NT LAHH,Sedih,Benar
,wlwlwl,Lucu,Benar
,pake suara arnold schwarzenegger,Suka,Benar
,kok sama,Bingung,Benar
,dibacain gak tuh,Marah,Benar
,kasian nya lebih ke ortu nya sih,Sedih,Benar
,Wkwkwkkw nge GAS anying,Lucu,Benar
,Biji Biji,Suka,Benar
,FETISH APA LAGII,Bingung,Benar
,RUSAK RUSAK,Marah,Benar
,Saya mau banting setir eh malah nabrak tembok,Sedih,Benar
,Bisa juga anda bang ngelurusinnya wkwk,Lucu,Benar
,INGAT GGWP 22,Suka,Benar
,gimana?,Bingung,Benar
,PUKULIN KANG,Marah,Benar
,masih pagi bahasannya wkwkw,Lucu,Benar
,suaranya ber GEMA,Sedih,Benar
,nobar reaksi sekeluarga nonton timnas bang,Suka,Benar
,gak mabar sama subscriber?,Bingung,Benar
,bubar,Marah,Benar
,Lost Judgement bagian school story gas gak? :grinning_squinting_face:,Lucu,Benar
,kasian yg cowok satunya :grinning_squinting_face:,Sedih,Benar
,98/0,Suka,Benar
,bang lu bangun tidur?,Bingung,Benar
,yutub gada tontonan seru bang,Marah,Benar
,ngeri sih itu kalo bener,Sedih,Benar
,Baru jam 8 :rolling_on_the_floor_laughing:,Lucu,Benar
,NYOHHHH NYOH NYOH NYOH NHOHHH,Suka,Benar
,gimane sat?,Bingung,Benar
,ERROR MEQ,Marah,Benar
,tiati nih,Sedih,Benar
,ohh torpedonya,Suka,Benar
,"mungkin lgi penghapusan dosa bang,hehe positif thinking aja:grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes:",Lucu,Benar
,fucekboi kah ?,Bingung,Benar
,TIAP HARI TEMAN BGSD!,Marah,Benar
,"Menang ataupun kalah yg penting tetap dukung, jan dibully",Sedih,Benar
,wkwkw GG,Lucu,Benar
,WOY BAGI MODNYA,Suka,Benar
,tara arts maneee,Bingung,Benar
,jangan jangan,Marah,Benar
,bang gacha ampas terus kezel bet dah,Sedih,Benar
,HIDUP NGACI,Suka,Benar
,"SKIRPSI itu tanggung jawb lu sebagai mahasiswa, tinggal mau lulus apa kagak",Lucu,Benar
,apa?,Bingung,Benar
,DAHLAH WARTEG AJA AJNG,Marah,Benar
,gk mungkin sejam it mh,Sedih,Benar
,Yesssssssssssssssssssssssssss,Suka,Benar
,gk jago joget wkwwkwkw,Lucu,Benar
,PILIHANNYA ADA YG LEBIH BAGUS G?????????,Bingung,Benar
,GG gema in valorant= GAK GUNA,Marah,Benar
,"Rafathar bisa dapet kemudahan pas masa kecil, tapi masa remaja nya kita tidak tahu kan",Sedih,Benar
,aim panic :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Lucu,Benar
,kungkingkang goes to internasional,Suka,Benar
,emg wa bisa streaming??,Bingung,Benar
,spamer,Marah,Benar
,bocil windah cringe bang,Sedih,Benar
,wkwkwk anda kelainan,Lucu,Benar
,2 menit lagi mulai,Suka,Benar
,Bang ada Behind The Scene bang Tara ama Gema di YTR 2021 gak?,Bingung,Benar
,woy bang,Marah,Benar
,aerith meninggal,Sedih,Benar
,langsung berubah wkwkwk,Lucu,Benar
,rafatar di jokiin bang,Suka,Benar
,apa ini kok tau tau puting,Bingung,Benar
,wadoh,Marah,Benar
,DIA MENJAUH,Sedih,Benar
,gblk wkwkwkwkwk,Lucu,Benar
,sova pls,Suka,Benar
,dw9 empires gimana vang,Bingung,Benar
,eh gak gitu,Marah,Benar
,HADUH NAK GEMA SAYA BARU JOIN NIH,Sedih,Benar
,"berasa denger Paimon, tapi lagi main valoran wkwk",Lucu,Benar
,memang bulu jempol lebih panjanga dari bulu mem-,Suka,Benar
,gue kira ada apa,Bingung,Benar
,sange sama bangkok bgst,Marah,Benar
,lebih ke parasit bang,Sedih,Benar
,aowkakwkwk,Lucu,Benar
,amiin Alfatihah,Suka,Benar
,BANG GAMAU LIVE BARENG KAK GITA??,Bingung,Benar
,MARAH KE FIRST MEDIA DEDEK ADIYA,Marah,Benar
,"gym 2 minggu, meninggal",Sedih,Benar
,honey? git gema nih wkwk,Lucu,Benar
,buat ngeheal bang q nya,Suka,Benar
,KOQ,Bingung,Benar
,pada suudzon dasar netijing,Marah,Benar
,Berkerujak,Sedih,Benar
,aokwoakwow,Lucu,Benar
,gg bang,Suka,Benar
,"GW KELEWATAN APA NIH KOK B ANYAK KENTANG, ABIS KESERUAN MAEN TALES OF BERSERIA NIH",Bingung,Benar
,Parah jirr,Marah,Benar
,bang jangan taro balon di perut,Sedih,Benar
,kadar asam bang,Suka,Benar
,oh pantes kok gada wkwkwk,Lucu,Benar
,gimana chris,Bingung,Benar
,KEYBOARDNYA CETAK CETOK,Marah,Benar
,datang datang defeated,Sedih,Benar
,KWKWWKKWKW,Lucu,Benar
,3-2 PASANG TUNAI,Suka,Benar
,"@raffinugraha koq aku tau, eh...",Bingung,Benar
,CUK MAP INI ANYING,Marah,Benar
,ya rassul salam alaika,Sedih,Benar
,ngegas wkwkwkwkw,Lucu,Benar
,cherry boi,Suka,Benar
,whattttttttttttt,Bingung,Benar
,irfan spam,Marah,Benar
,beda sendiri,Sedih,Benar
,ntar abis nikah naik lgi,Suka,Benar
,BRENGCEK WKWKWKWKOW,Lucu,Benar
,gmmn,Bingung,Benar
,Flexing yaaa,Marah,Benar
,RIP,Sedih,Benar
,aman,Suka,Benar
,WKWKWWKKW,Lucu,Benar
,ohh.. kocok dadu tohh,Bingung,Benar
,awas stream snipe bang,Marah,Benar
,kirain beneran,Sedih,Benar
,ikutan ah,Suka,Benar
,lag wkwkwkwk,Lucu,Benar
,gimana hati hati sama apa,Bingung,Benar
,JYJYL,Marah,Benar
,mau marah lucu kayak bapaknya,Sedih,Benar
,3 BULAN MEQ,Suka,Benar
,nice try :grinning_squinting_face:,Lucu,Benar
,bang aku main valo kok nge stuck di iron 1 ya bang ?,Bingung,Benar
,BGSD,Marah,Benar
,DEWI FORTUNA SUDAH TIDAK MAU LAGI SAMA GEMA,Sedih,Benar
,Chris dan Rafi caught in 4K,Suka,Benar
,lakik wkwk,Lucu,Benar
,gimana jing,Bingung,Benar
,BODOLAH,Marah,Benar
,nooo,Sedih,Benar
,Welcome haha,Lucu,Benar
,"understable, have a great day",Suka,Benar
,bab apa tuh kalau boleh tahu,Bingung,Benar
,bomat,Marah,Benar
,waduhh. routernya taruh diatas,Sedih,Benar
,Anjir mobil mesin baje wkwkwkw,Lucu,Benar
,"bang, camer nonton lohh .. dah itu aja :beaming_face_with_smiling_eyes:",Suka,Benar
,Tombol report mana sih,Bingung,Benar
,gila sekarang 5jt dah dapat hp bagus,Marah,Benar
,flash yang menerangi jalan,Sedih,Benar
,KWKKWKWKWK,Lucu,Benar
,64 JUTA MEK,Suka,Benar
,bang hbis livestream ini livestream lagi g ?,Bingung,Benar
,KOK GADA SUARA,Marah,Benar
,mending gausah la chris,Sedih,Benar
,wkwkwkkwwkkwwkw,Lucu,Benar
,RED BULL,Suka,Benar
,ko main istri,Bingung,Benar
,kayaknya itu gk bisa di bilang bahagia sih,Sedih,Benar
,Gila Kallen Kaslana belajar NFT,Marah,Benar
,xixxixi,Lucu,Benar
,hadirin siapkan mental dan makanan anda,Suka,Benar
,"GWS BANG GEMA, BTW SHARE LINK",Bingung,Benar
,tidak digaji setahun,Sedih,Benar
,kelakuan,Marah,Benar
,KWOKWOKWOK RELATE SIH,Lucu,Benar
,Pak 1jt,Suka,Benar
,gmn ?,Bingung,Benar
,heeiii anda jgn live duluuu,Marah,Benar
,kirain nunggu afi,Sedih,Benar
,Potato head show indo,Suka,Benar
,kkkk,Lucu,Benar
,bang dw9 main ga?,Bingung,Benar
,Lagi nugas ngomongin tai ngambang,Sedih,Benar
,eh apani koq banyak spam,Marah,Benar
,mukanya noise anjir wkwkwk,Lucu,Benar
,media pertama emang mulai,Suka,Benar
,BANG KAPAN CARI DOI????,Bingung,Benar
